"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"1340",1430,"A tiempo completo","Soltero",NA,2,"0",38,"Abril","Aries",12,"Medio","Elemental","Medio","Hombre","Blanca","$35000-39999","$30000-34999",NA,NA,NA,"Demócrata","No ha votado","Moderado","En Contra","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,2,"Me disgusta","No me gusta","Me gusta mucho","Me gusta mucho","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta",NA,"Me disgusta","No","No","Raramente","Varios días a la semana","Diariamente","Probablemente falso","1 Compañero","Una o dos veces",NA,"37,3",1955,"25,000 - 39,999","Sin Bachillerato","30-39","Moderado",NA,"No","Me gusta a ratos","Me gusta",NA,"Me gusta"
"1341",1431,"A tiempo completo","Soltero",NA,2,"0",29,"Diciembre","Sagitario",12,"Medio","Elemental","Medio","Mujer","Blanca","$22500-24999","$22500-24999",NA,NA,NA,"Demócrata","No ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Rutinaria","2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Menos de una vez a la semana",2,"Me gusta","Me disgusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta","Me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","No","No","Varios días a la semana","Varios días a la semana","Varios días al mes","Completamente falso","2 Compañeros","2-3 veces a la semana","En alquiler","34,6",1964,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta"
"1342",1432,"A tiempo completo","Casado",24,1,"2",43,"Junio","Cáncer",16,"Diploma universitario","Elemental","Elemental","Hombre","Blanca","$40000-49999","$22500-24999",NA,NA,NA,"Republicano Militante","Ha votado","Conservador","A Favor",NA,"En Contra","Protestante",NA,"2","Completamente en Desacuerdo","A Favor","De Acuerdo","No","Diariamente",3,"Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","No me gusta","Sí","No","Varios días a la semana","Diariamente","Diariamente","Probablemente cierto","1 Compañero","2-3 veces al mes","Casa propia","65,8",1950,"40,000 - 59,999","Bachiller","40-49","Conservador",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta"
"1343",1433,"A tiempo parcial","Casado",17,13,"3",28,"Agosto","Leo",15,"Medio","Elemental",NA,"Mujer","Blanca","$15000-17499","$6000-6999",NA,NA,NA,"Republicano","No ha votado","Moderado","A Favor","En Contra",NA,"Protestante","Excitante","4","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Varios días a la semana",3,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","No me gusta","Me gusta","Sí","No","Varios días a la semana","Varios días a la semana","Varios días a la semana","Completamente falso","2 Compañeros","4+ veces a la semana","Casa propia","32,4",1965,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"1344",1434,"Retirado","Casado",18,3,"Ocho o más",74,"Enero","Capricornio",8,"Elemental","Elemental","Elemental","Hombre","Blanca","$15000-17499",NA,NA,NA,NA,"Republicano","No ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Me disgusta","No","No","Varios días a la semana","Diariamente","Raramente","Completamente falso","1 Compañero","Una vez al mes",NA,NA,1919,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"Sí","Me disgusta","Me gusta","Me disgusta","Me gusta a ratos"
"1345",1436,"Ama de casa","Viudo",18,8,"3",89,"Enero","Acuario",9,"Elemental",NA,NA,"Mujer","Blanca","$4000-4999",NA,NA,NA,NA,"Republicano","Ha votado","Conservador","En Contra",NA,"En Contra","Protestante",NA,NA,"Completamente en Desacuerdo","En Contra","Completamenete de Acuerdo","No","Nunca",4,"Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No me gusta",NA,"Me gusta","Me gusta","No me gusta","Me gusta a ratos","No me gusta","No me gusta","No","No","Nunca","Diariamente","Varios días al mes","Completamente falso","Ninguno","Ninguna","Casa propia","25,5",1904,"24,999 o menos","Sin Bachillerato","50+","Conservador",NA,"No","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"1346",1437,"Ama de casa","Viudo",21,5,"5",68,"Junio","Cáncer",12,"Medio",NA,NA,"Mujer","Blanca","$8000-9999",NA,NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,0,"Me gusta mucho","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me disgusta","Me gusta mucho","No me gusta",NA,"Me disgusta","Me disgusta","Sí","Sí","Raramente","Raramente","Varios días a la semana","Probablemente cierto",NA,"Ninguna",NA,"51",1925,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"1347",1438,"Ama de casa","Casado",21,3,"2",60,"Septiembre","Libra",11,"Elemental",NA,NA,"Mujer","Blanca","$12500-14999",NA,NA,NA,NA,"Independiente","No ha votado","Moderado","A Favor",NA,"A Favor","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",4,"Me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No","No","Varios días al mes","Diariamente","Varios días al mes","Completamente falso","1 Compañero","2-3 veces al mes","Casa propia","17,1",1933,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"1348",1440,"A tiempo parcial","Viudo",23,7,"0",43,"Agosto","Leo",8,"Elemental",NA,NA,"Hombre","Blanca","Menos de $1000","Menos de $1000",NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Rutinaria","2","En Desacuerdo","En Contra","Completamente en Desacuerdo","Sí","Nunca",8,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","No","Sí","Nunca","Diariamente","Nunca","Probablemente falso","Ninguno","Ninguna","Casa propia","28,4",1950,"24,999 o menos","Sin Bachillerato","40-49","Moderado",NA,"No","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"1349",1441,"Retirado","Casado",33,7,"0",73,"Agosto","Virgo",12,"Medio","Elemental",NA,"Hombre","Blanca","$22500-24999",NA,NA,NA,NA,"Demócrata","No ha votado","Conservador","A Favor","A Favor",NA,"Protestante","Rutinaria",NA,"En Desacuerdo","En Contra","De Acuerdo","Sí","Diariamente",3,NA,"No me gusta","No me gusta","Me disgusta",NA,NA,"Me gusta a ratos","No me gusta","No me gusta","No me gusta","Me gusta","No","No","Varios días al mes","Diariamente","Varios días al mes",NA,NA,NA,"Casa propia","28,2",1920,"24,999 o menos","Sin Bachillerato","50+","Conservador",NA,"Sí",NA,"Me disgusta","Me disgusta","Me disgusta"
"1350",1442,"Retirado","Casado",19,9,"5",71,"Diciembre","Sagitario",8,"Elemental","Elemental","Elemental","Hombre","Blanca","$12500-14999",NA,NA,NA,NA,"Demócrata","Ha votado","Liberal","En Contra","En Contra",NA,"Protestante","Excitante","2","De Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Diariamente",4,"No me gusta","Me gusta","Me gusta","No me gusta","No me gusta","No me gusta","Me gusta","No me gusta","Me disgusta","Me disgusta","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana",NA,NA,NA,"Casa propia","38,1",1922,"24,999 o menos","Sin Bachillerato","50+","Liberal",NA,"Sí","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"1351",1443,"A tiempo completo","Divorciado",19,3,"2",36,"Julio","Cáncer",9,"Elemental","Elemental","Elemental","Hombre","Blanca","$15000-17499","$15000-17499",NA,NA,NA,"Republicano","No ha votado","Ligeramente liberal","A Favor","En Contra",NA,"Ninguna","Rutinaria","2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Nunca",4,NA,"Me gusta","Me gusta","Me gusta",NA,NA,NA,"Me gusta","No me gusta","Me gusta a ratos","No me gusta","No","No","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente falso","1 Compañero",NA,"Casa propia","35,4",1957,"24,999 o menos","Sin Bachillerato","30-39","Tendencia liberal",NA,"No",NA,"Me gusta","Me gusta a ratos","Me gusta"
"1352",1444,"A tiempo completo","Divorciado",17,6,"2",46,"Enero","Capricornio",12,"Medio",NA,"Elemental","Mujer","Blanca","$30000-34999","$30000-34999",NA,NA,NA,"Simpatizante Demócrata","No ha votado","Moderado","A Favor","A Favor","A Favor","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,3,NA,"Me disgusta","Me gusta mucho","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No","No","Varios días al mes","Varios días al mes","Varios días al mes","Completamente falso","1 Compañero","4+ veces a la semana",NA,"26,7",1947,"25,000 - 39,999","Sin Bachillerato","40-49","Moderado",NA,"No","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta a ratos"
"1353",1445,"A tiempo completo","Casado",29,2,"2",36,"Agosto","Leo",10,"Medio",NA,"Medio","Hombre","Blanca","$40000-49999","$30000-34999",NA,NA,NA,"Simpatizante Republicano","No ha votado","Moderado","A Favor",NA,"En Contra","Protestante",NA,"2","De Acuerdo","A Favor","De Acuerdo","No","Diariamente",3,"Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Me gusta","No me gusta","No me gusta","Me disgusta","No me gusta","No","No","Varios días al mes","Diariamente","Diariamente","Completamente falso",NA,NA,"Casa propia","45,4",1957,"40,000 - 59,999","Sin Bachillerato","30-39","Moderado",NA,"Sí","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"1354",1447,"A tiempo completo","Divorciado",20,3,"2",46,"Febrero","Acuario",13,"Medio","Medio","Medio","Mujer","Blanca","$15000-17499","$12500-14999",NA,NA,NA,"Independiente","No ha votado","Conservador","En Contra",NA,"En Contra","Protestante",NA,"Tantos como se quiera","Completamente en Desacuerdo","En Contra","Completamenete de Acuerdo","No","Menos de una vez a la semana",0,"Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Me disgusta","No","No","Nunca","Nunca","Nunca","Completamente falso","Ninguno","Ninguna","En alquiler","38,4",1947,"24,999 o menos","Sin Bachillerato","40-49","Conservador",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"1355",1448,"Ama de casa","Casado",19,1,"2",27,"Diciembre","Sagitario",12,"Medio",NA,"Elemental","Mujer","Blanca","$17500-19999",NA,NA,NA,NA,"Simpatizante Republicano","Ha votado","Conservador","A Favor",NA,"A Favor","Protestante",NA,"2","Completamente en Desacuerdo","En Contra","Completamenete de Acuerdo","Sí","Diariamente",3,NA,NA,"Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta","No me gusta","Me disgusta","No","No","Diariamente","Diariamente","Varios días al mes","Completamente cierto","1 Compañero","2-3 veces a la semana","Casa propia","38,9",1966,"24,999 o menos","Sin Bachillerato","18-29","Conservador",NA,"Sí","Me disgusta","Me disgusta","Me disgusta","Me gusta a ratos"
"1356",1449,"A tiempo completo","Casado",22,2,"3",50,"Julio","Cáncer",13,"Medio","Medio","Medio","Hombre","Blanca","$50000-59999","$50000-59999",NA,NA,NA,"Simpatizante Republicano","Ha votado","Conservador","A Favor","En Contra","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,0,"Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Sí","No","Varios días al mes","Varios días al mes","Varios días al mes","Completamente falso","1 Compañero","Una vez al mes",NA,"45,9",1943,"40,000 - 59,999","Sin Bachillerato","50+","Conservador",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1357",1450,"Retirado","Casado",13,1,"7",67,"Enero","Acuario",7,"Elemental","Elemental",NA,"Mujer","Blanca","Menos de $1000",NA,NA,NA,NA,"Simpatizante Demócrata","No ha votado","Liberal","A Favor",NA,"En Contra","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","No","Una vez a la semana",5,"Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta mucho","No me gusta","Me gusta a ratos","Me gusta","Me disgusta","Me gusta a ratos","Me disgusta","No me gusta","No","No","Varios días al mes","Diariamente","Varios días a la semana","Completamente cierto",NA,NA,"Casa propia","29,6",1926,"24,999 o menos","Sin Bachillerato","50+","Liberal",NA,"Sí","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta"
"1358",1451,"Retirado","Viudo",18,6,"0",88,"Enero","Capricornio",7,"Elemental",NA,NA,"Mujer","Blanca","$6000-6999",NA,NA,NA,NA,"Simpatizante Republicano","No ha votado","Moderado",NA,"A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,3,"Me gusta","Me gusta","Me gusta","Me gusta a ratos","No me gusta","Me gusta","Me gusta","No me gusta",NA,"Me disgusta",NA,"No","No","Nunca","Diariamente","Diariamente",NA,NA,NA,NA,"30,7",1905,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me gusta","Me disgusta","Me disgusta","Me gusta a ratos"
"1359",1452,"Retirado","Viudo",20,3,"3",76,"Enero","Capricornio",12,"Medio","Elemental","Elemental","Mujer","Blanca","$12500-14999",NA,NA,NA,NA,"Republicano Militante","Ha votado","Conservador","En Contra","A Favor",NA,"Protestante","Excitante","3","De Acuerdo","En Contra","Completamenete de Acuerdo","Sí","Diariamente",4,"Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta mucho","No me gusta","No me gusta","Me gusta","No me gusta","Me disgusta","No me gusta","No","No","Varios días a la semana","Diariamente","Diariamente","Completamente falso","Ninguno","Ninguna","Casa propia","33,1",1917,"24,999 o menos","Sin Bachillerato","50+","Conservador",NA,"No","Me disgusta","Me gusta","Me disgusta","Me gusta a ratos"
"1360",1453,"A tiempo completo","Soltero",NA,2,"0",24,"Septiembre","Virgo",16,"Bachillerato","Medio","Medio","Hombre","Blanca","$15000-17499","$15000-17499",NA,NA,NA,"Republicano","No ha votado","Moderado","A Favor",NA,"En Contra","Ninguna",NA,"3","De Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",20,NA,"No me gusta","Me gusta a ratos","Me gusta","No me gusta","Me gusta a ratos","Me disgusta","Me gusta","Me disgusta","Me disgusta","Me gusta mucho","Sí","Sí","Varios días a la semana","Diariamente","Varios días al mes","Probablemente cierto","1 Compañero","2-3 veces al mes","En alquiler","26,5",1969,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"1361",1454,"A tiempo parcial","Soltero",NA,2,"0",26,"Septiembre","Virgo",17,"Diploma universitario","Licenciado","Diploma universitario","Hombre","Blanca","$10000-12499","$4000-4999",NA,NA,NA,"Republicano","Ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Protestante","Rutinaria","3","En Desacuerdo","A Favor","En Desacuerdo","Sí","Varios días a la semana",2,"No me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta","Me gusta","Sí","No","Varios días a la semana","Varios días a la semana","Varios días a la semana","Probablemente cierto","3 Compañeros","Una o dos veces","En alquiler","78,5",1967,"24,999 o menos","Bachiller","18-29","Tendencia conservadora",NA,"No","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos"
"1362",1455,"A tiempo completo","Soltero",NA,2,"0",24,"Noviembre","Escorpio",16,"Diploma universitario","Medio","Medio","Mujer","Blanca","$20000-22499","$20000-22499",NA,NA,NA,"Republicano","Ha votado","Moderado","A Favor","A Favor",NA,"Ninguna","Excitante","2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Una vez a la semana",1,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta mucho","Me gusta a ratos","Me disgusta","Me gusta","Sí","No","Varios días a la semana","Varios días a la semana","Raramente","Probablemente cierto","2 Compañeros","2-3 veces al mes","En alquiler","63,2",1969,"24,999 o menos","Bachiller","18-29","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"1363",1456,"Ama de casa","Casado",23,6,"3",38,"Febrero","Acuario",14,"Medio","Diploma universitario","Medio","Mujer","Otra","$50000-59999",NA,NA,NA,NA,"Republicano","No ha votado","Conservador","A Favor","A Favor",NA,"Protestante","Rutinaria","2","Completamente en Desacuerdo","A Favor","De Acuerdo",NA,"Varios días a la semana",2,"Me gusta mucho",NA,"Me gusta",NA,"Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me disgusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Diariamente","Completamente falso","1 Compañero","Una vez a la semana","Casa propia","29,3",1955,"40,000 - 59,999","Sin Bachillerato","30-39","Conservador",NA,"Sí","Me gusta","Me gusta","Me disgusta",NA
"1364",1457,"A tiempo parcial","Casado",21,5,"3",42,"Junio","Géminis",15,"Bachillerato","Medio","Elemental","Mujer","Otra","$40000-49999","$5000-5999",NA,NA,NA,"Demócrata","No ha votado","Liberal","A Favor",NA,"En Contra","Católico",NA,"2","Completamente en Desacuerdo","A Favor","De Acuerdo","Sí","Diariamente",1,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","No me gusta","No","No","Varios días al mes","Diariamente","Varios días al mes","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","64,8",1951,"40,000 - 59,999","Sin Bachillerato","40-49","Liberal",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1365",1458,"Retirado","Viudo",18,0,"1",65,"Noviembre","Escorpio",12,"Medio","Elemental","Elemental","Mujer","Blanca",NA,NA,NA,NA,NA,"Simpatizante Republicano","No ha votado","Moderado","En Contra",NA,"En Contra","Protestante",NA,"3","Completamente en Desacuerdo","A Favor","En Desacuerdo",NA,"Varios días a la semana",3,"Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta a ratos","No me gusta","No me gusta","No","No","Diariamente","Diariamente","Varios días a la semana","Probablemente cierto","Ninguno","Ninguna","En alquiler","38,4",1928,"60,000 o más","Sin Bachillerato","50+","Moderado",NA,"No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"1366",1459,"A tiempo completo","Casado",25,2,"1",32,"Marzo","Aries",18,"Licenciado","Medio","Medio","Mujer","Otra","$50000-59999",NA,NA,NA,NA,"Demócrata","No elegible","Ligeramente liberal","En Contra","A Favor",NA,"Protestante","Rutinaria","2","En Desacuerdo","En Contra","Completamenete de Acuerdo","Sí","Varios días a la semana",1,"Me gusta a ratos","No me gusta","Me disgusta","Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos",NA,"No me gusta","No","Sí","Raramente","Diariamente","Varios días a la semana","Completamente falso","1 Compañero","Una vez al mes","Casa propia","76,3",1961,"40,000 - 59,999","Bachiller","30-39","Tendencia liberal",NA,"Sí","Me gusta","Me disgusta",NA,"Me gusta"
"1367",1460,"Estudiante","Casado",24,9,"0",28,"Octubre","Libra",12,"Medio",NA,NA,"Mujer","Negra","$12500-14999",NA,NA,NA,NA,"Demócrata","No ha votado","Moderado","En Contra","A Favor",NA,"Protestante","Rutinaria","2","De Acuerdo","A Favor","Completamenete de Acuerdo",NA,"Varios días a la semana",3,NA,NA,"Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","No me gusta","Me gusta mucho","No me gusta","No me gusta","Me disgusta","No","No","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces a la semana","En alquiler","29,2",1965,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"1368",1462,"A tiempo completo","Divorciado",18,4,"3",29,"Enero","Capricornio",12,"Medio","Medio","Medio","Mujer","Blanca","$17500-19999","$17500-19999",NA,NA,NA,"Republicano","Ha votado","Moderado","A Favor","A Favor",NA,"Católico","Rutinaria","2","De Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",3,"Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta","Me gusta mucho","No me gusta","Me gusta","Me gusta","Me disgusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces a la semana","Casa propia","37,7",1964,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta a ratos"
"1369",1463,"A tiempo completo","Divorciado",29,2,"1",37,"Septiembre","Virgo",15,"Medio","Medio","Diploma universitario","Mujer","Blanca","$15000-17499","$12500-14999",NA,NA,NA,"Republicano","Ha votado","Ligeramente liberal","En Contra",NA,"En Contra","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","Completamente en Desacuerdo","Sí","Diariamente",3,"Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Varios días a la semana","Varios días a la semana","Probablemente cierto","1 Compañero","Una o dos veces","Casa propia","37,7",1956,"24,999 o menos","Sin Bachillerato","30-39","Tendencia liberal",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"1370",1464,"Retirado","Soltero",NA,5,"0",44,"Enero","Capricornio",16,"Diploma universitario","Elemental","Medio","Mujer","Blanca","$5000-5999",NA,NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Aburrida",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","No me gusta","No me gusta","Me gusta","No me gusta","No me gusta","No","No","Diariamente","Diariamente","Diariamente",NA,"2 Compañeros","Una o dos veces",NA,"62,5",1949,"24,999 o menos","Bachiller","40-49","Moderado",NA,"No","Me gusta","Me disgusta","Me disgusta","Me gusta"
"1371",1465,"A tiempo completo","Casado",29,5,"3",37,"Diciembre","Sagitario",17,"Diploma universitario",NA,"Diploma universitario","Mujer","Blanca","$25000-29999","$3000-3999",NA,NA,NA,"Republicano","Ha votado","Ligeramente conservador","En Contra","A Favor",NA,"Protestante","Rutinaria","4","De Acuerdo","A Favor","De Acuerdo","Sí","Una vez a la semana",4,"No me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Diariamente",NA,"1 Compañero","Una vez a la semana","Casa propia","33,1",1956,"25,000 - 39,999","Bachiller","30-39","Tendencia conservadora",NA,"Sí","Me disgusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1372",1466,"A tiempo parcial","Soltero",NA,2,"0",26,"Enero","Capricornio",19,"Diploma universitario","Diploma universitario","Diploma universitario","Mujer","Blanca","$12500-14999","$12500-14999",NA,NA,NA,"Republicano","Ha votado","Ligeramente conservador","A Favor","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,0,"Me gusta","No me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No me gusta","Sí","Sí","Varios días al mes","Varios días a la semana","Varios días al mes","Probablemente cierto","1 Compañero","Una vez a la semana",NA,"81,3",1967,"24,999 o menos","Bachiller","18-29","Tendencia conservadora",NA,"No","Me gusta","Me gusta a ratos","Me disgusta","Me gusta"
"1373",1467,"A tiempo completo","Divorciado",31,2,"3",46,"Septiembre","Libra",12,"Medio","Medio","Medio","Hombre","Blanca","$22500-24999","$22500-24999",NA,NA,NA,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","En Contra","En Contra","Católico","Rutinaria",NA,NA,NA,NA,NA,NA,0,"Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","No me gusta","No me gusta","No me gusta","Me gusta","No me gusta","No me gusta","Me disgusta","No","No","Raramente","Diariamente","Varios días al mes","Completamente falso","1 Compañero","2-3 veces al mes",NA,NA,1947,"24,999 o menos","Sin Bachillerato","40-49","Moderado",NA,"No","Me disgusta","Me gusta","Me disgusta","Me gusta"
"1374",1468,"A tiempo parcial","Soltero",NA,2,"0",18,"Enero","Capricornio",11,"Elemental","Diploma universitario",NA,"Hombre","Blanca","$40000-49999",NA,NA,NA,NA,"Republicano","No elegible","Ligeramente conservador","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,3,"No me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","No me gusta","Me gusta","No me gusta","Me gusta","Me gusta","Sí","No","Diariamente","Varios días a la semana","Raramente","Probablemente cierto","2 Compañeros","Una vez al mes",NA,"37,6",1975,"40,000 - 59,999","Sin Bachillerato","18-29","Tendencia conservadora",NA,"No","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos"
"1375",1470,"Desempleado, despedido","Soltero",NA,3,"0",19,"Febrero","Piscis",12,"Medio","Medio","Medio","Hombre","Blanca","$35000-39999",NA,NA,NA,NA,"Independiente","Ha votado","Moderado",NA,"A Favor",NA,"Protestante","Excitante",NA,NA,NA,NA,NA,NA,6,"Me gusta","Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","No me gusta","Me disgusta","Sí","No","Nunca","Nunca","Varios días al mes",NA,"Ninguno","Ninguna",NA,"50,7",1974,"25,000 - 39,999","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
